CVE_PROD,DESC1,DESC2,TRANS
NIP31,"BOLSA P/RECOLECCION DE ORINA ANTIREFLUJO NIPRO 
",,1
SER54,EZETIMIBA/SIMVASTATINA 10MG/20MG 28TABS,,3
ALPH81,"TRAMADOL, PARACETAMOL, 37.5/325MG, 20 TABS.",,3
JAL98,"BOTIQUIN PLUS ,PRIMEROS AUXILIOS, JALOMA , BOLSA PLASTICA",,3
AMB28,JERINGA  3ML (NEGRA) 22G x 1 1/4''  C/100,,3
AMB29,JERINGA  3ML  (AZUL) 23G x 1''   C/100,,3
AMB30,"JERINGA  3ML  (VERDE) 21G x 1 1/4''  C/100
",,3
AMB31,"JERINGA  5ML  (NEGRA) CALIBRE  22G x 1 1/4''  C/100
",,3
AMB32,"JERINGA  5ML (VERDE) 21G x 1 1/4''  C/100
",,3
AMB33,GUANTE SATINADO ROJO MEDIANO BOLSA C/1 PAR AMBIDERM,,3
WIP39,NASPRAY ADULTO SOLUCION HUMECTANTE Y LUBRICANTE,,3
WIP40,"VENDA 2"" X 4.5  ELASTICA PIEL",,1
WIP41,"VENDA 2"" X 4.5  ELASTICA COLOR NEGRO",,1
WIP42,"CINTA MICRO-POROSAS 2¨ 5cmX10mts, COLOR BLANCO, CAJA C/6 PZAS",,3
WIP43,"CINTA MICRO-POROSAS 2¨ 5cmX10mts, COLOR BLANCO, CAJA C/6 PZAS",,3
WIP44,***FRIO PAD C/4 PARCHES DE GEL,,3
SELEC1,"VENDA ELASTICA 5 CM X 5 M. 
CAJA C/60 PAQ DE 24 PZAS",,3
SELEC2,"VENDA ELASTICA 7 CM X 5 M.
CAJA C/42 PAQ DE 24 PZAS",,3
SELEC3,"VENDA ELASTICA 10 CM X 5 M. 
CAJA C/60 PAQ DE 12 PZAS",,3
SELEC4,"VENDA ELASTICA 15 CM X 5 M.
CAJA C/42 PAQ. DE 12 PZAS",,3
SELEC5,"VENDA ELASTICA 30 CM X 5 M.
CAJA C/42 PAQ. DE 6 PZAS.",,3
SS&H21,"HONGO REISHI, HONGO NONI, HONGO SHITAKE, HONGO MAITAKE, HONGO CHAGA",,3
SS&H22,"SUPLEMENTO ALIMENTICIO, POLVO A BASE DE CREATINA MONOHIDRATADA CON BETA ALANINA 5G DE CREATINA
2G  BETA ALANINA",,3
ULTR101,ACIDO RISEDRONICO 35 MG C/4 TAB,,1
ULTR102,LEFLUNOMIDA C/30 20MG (ULTRA),,3
VAR246,"LIDOCAINA, 2% 10ML C/10 SOL. INY. (LAB. PISA)",,3
ALTUS20,"ALGA CHLORELLA CON ZINC, 30 CAPS  500 MG",,3
ALTUS21,"ACEITE DE OREGANO, 30 CAPS 200 MG",,3
ALTUS22,"RESVERATROL CON GRANADA, 30 CAPS  500 MG",,3
GTO-069,,,3
ALPH82,SITAGLIPTINA/METFORMINA C/28 TABS 50MG/850MG NEOLPHARMA,,3
ALPH83,"LEVETIRACETAM, 1000 MG, 30 TABLETAS  PSICOFARMA",,3
ALPH84,"LEVETIRACETAM, 500 MG, 60 TABLETAS  PSICOFARMA",,3
ALTUS23,"L-TRIPTOFANO+GABA, 30 CAPS  500 MG",,3
ALTUS24,Myo& D-Chiro INOSITOL 32 CAPS 500MG C/U,,3
ALPH85,ERITROMICINA 250MG/5ML SUSP. NEOLPHARMA,,3
BIOM112,"LEVOFLOXACINO, 750 MG, 7 TABS.
BIOMEP
",,3
BIOM113,"LEVOFLOXACINO, 500 MG, 7 TABS. BIOMEP",,3
ALPH86,"OXCARBAZEPINA ,600MG C/20 TABS  PSICOFARMA",,3
ALPH87,"OXCARBAZEPINA ,00MG C/20 TABS  PSICOFARMA",,1
ALPH88,"DIFENIDOL, 25MG, 30 TABS.   NEOLPHARMA",,1
ALPH89,CLORTALIDONA 50MG C/20 TABS ALPHARMA,,1
RAAM59,"DULOXETINA, 30MG, 7 CAPS LIBERACION RETARDADA RAAM",,1
ALPH90,ELYZOL-S 250MG/5mL 120mL Susp. (ALPHARMA),,3
ALPH91,ANFLATOX 7.5 MG C/14 TABS (MELOXICAM)   ALPHARMA,,3
ALPH92,HURPLEX 2MG C/12 TABS (LOPERAMIDA) ALPHARMA,,3
ALPH93,DRONADIL C/4 TABS. 70MG (ACIDO ALENDRONICO) ALPHARMA,,1
ALPH94,FLUNARICINA C/20 TABS. 5MG (ALPHARMA),,3
ALPH95,HALOPERIDOL C/20TABS. 5MG PSCOFARMA,,1
ALPH96,MONTELUKAST C/30 TABS. 10MG (NEOLPHARMA),,3
ALPH97,BETAHISTINA C/30 TABS. 24MG (NEOLPHARMA),,1
ALPH98,PHARMAFIL LP C/20TAB. 100MG (TEOFILINA) ALPHARMA,,1
ALPH99,KRINDOR 8MG C/10 TABS (ONDANSETRON)  ALPHARMA,,3
ALPH100,NAPROXENO C/30 TABS. 250MG ALPHARMA,,3
WIP45,"VENDA 2"" X 4.5  ELASTICA AZUL",,1
ALPH101,ROSUVASTATINA 20MG C/15 TABS. (ALPHARMA),,3
MAV301,"DROPROPIZINA, BROMHEXINA 200 mL JBE INFANTIL 150MG-80MG/100 mL",,1
MAV302,"DROPROPIZINA, BROMHEXINA 200 mL JBE ADULTO 300MG-160MG/100 mL",,3
RAAM60,BRUNRAAM 20MG C/14 CAPS (OMEPRAZOL),,1
RAAM61,NORFLOXACINO/FENAZOPIRIDINA  400/100MG   C8TABS,,3
SER55,SULFATO DE ZINC/ SULFATO DE COBRE/ ALCANFOR POLVO C/12 SOBRES,,3
ALPH102,"TELMISARTAN, 40 MG, 30 TABS.",,1
ALPH103,PIRACETAM 800MG C/30 TABS. (NEOLPHARMA),,3
ALPH104,"HIOSCINA, 10MG, 10 TABS.",,3
ALPH105,ESCITALOPRAM 10MG C/14 TAB (NEOLPHARMA),,3
ALPH106,"DULOXETINA, 30MG, 7 CAPS LIBERACION RETARDADA (ALPHARMA)",,3
ALPH107,PAROXETINA 20MG C/10 TABS. (PSICOFARMA),,1
ALPH108,"QUETIAPINA, 100MG C/60TABS (ALPHARMA)",,3
BEL28,OXIDYN SOLUCION DESINFECTANTE 120 mL,,3
LIF61,,,3
LIF62,"LIFERZOL V, CLOTRIMAZOL 2%, 20G, CREMA 3 APLICADORES",,3
LIF63,"PARACETAMOL, NAPROXENO 300MG/275MG C/10 TABS",,3
BIOR33,"PARACETAMOL, 500 MG, 10 TABS.
",,3
MAV303,"RIMANTADINA, 100MG, 14 CAPS. (MAVER)",,1
AMB34,"JERINGA INSULINA, 27X13, 1ML. 100 PZAS. AMBIDERM",,3
AMB35,"JERINGA INSULINA, 30X13, 1ML. 100 PZAS. AMBIDERM",,3
FAR83,"AMANTADINA,CLORFENAMINA,PARACETAMOL.0.05/0.02,/300G.  60ML..",,3
RAAM62,"MONTELUKAST,MAST. 5 MG, 30 TABS.",,3
JAYOR75,"DIMETHYPER SOL. 500MG INY
MEROPENEM C/1 FRASCO",,3
VAR247,,,3
BEL29,DESMAQUILLANTE BIFASICO EFECTO DUAL 120 mL. BELAFACE,,3
BEL30,"CREMA GOLPES 100G CON ARNICA CALENDULA, ALOE VERA Y MENTOL (BELABEL)",,1
SYDEN1,ACIDO FOLICO C/92 TABS 5.0MG  (SYDENHAM),,3
SYDEN2,DIOSMINA-HESPERIDINA 450/50MG C/20 TABS (SYDENHAM),(SYDENHAM),3
SYDEN3,SUCRALFATO C/40 TABS 1G  (SYDENHAM),,3
SYDEN4,"TIAMINA, PIRIDOXINA, CIANOCOBALAMINA 100G/5.0MG/0.05MG (SYDENHAM)",,3
SYDEN5,"BIMIN, 30 TABS (POLIVITAMINAS/MINERALES) SYDENHAM",,3
ALTUS25,"VITAMINAS A, C Y D (RETINOL 3000 UI, ACIDO ASCORBICO, COLECALCIFEROL 400UI), EQUINACEA, ZINC",,3
ALTUS26,"VITAMINA A, C Y D( RETINOL, ACIDO ASCORBICOY COLECALCIFEROL) MIEL DE ABEJA, PROPOLEO Y EUCALIPTO",,3
BIOM114,"AMOXICILINA, ACIDO CLAVULANICO 600/42.9 MG/5 ML. SUSP.",,3
BIOS1,"ACEITE DE HIGADO DE TIBURON, SUPLEMENTO ALIMENTICIO",,1
BIOS2,"ACEITE DE SOYA, OMEGA 3 Y 6 CON EUCALIPTO, MENTA Y VITAMINA E",,3
BIOS3,"GUAYAP-TOL UNGÚENTO, MENTOL, ACEITE DE EUCALIPTO, ALCANFOR RACEMICO, SALICILATO DE METILO, TIMOL.",,3
CMD76,ELDERBERRY REMEDIO HERBOLARIO 120ML,,3
GRIN20,CLORANFENICOL 0.5G/100ML   GTAS  FRASCO 15ML   (ALVARTIS),,3
GTO-070,,,1
GTO-071,,,1
SOMM14,CITRATO MAGNESIO+CITRATO POTASIO C/60 CAPS. 500MG/500MG SOMM,,3
SOMM15,COENZIMA Q10 VIT Y MIN C/60 CAPS 870 MG (SOMM),,3
SOMM16,"MATCHA, ESPIRULINA, CHLORELLA 500ML SABOR MENTA (SOMM)",,3
SOMM17,"PICOLINATO DE CROMO+ CANELA, VITAMINA D3 C/100 CAPS (SOMM)",,3
SOMM18,"JUGO VERDE LIOFILIZADO POLVO 495G (SOMM) NOPAL, PEREJIL, APIO, CHIA, PIÑA, ESPIRULINA, MORINGA Y TE VERDE",,1
SON63,PROGESTERONA GEL 1G/100G C80G VIA DE ADMINISTRACION CUTANEA,,3
SON64,"DEXTROMETORFANO, SULFOGUAYACOL 120ML. SUSP.",,3
SON65,"DEXTROMETORFANO, SULFOGUAYACOL 120ML. SUSP.",,3
SON66,PROGESTERONA SOLUCION INY. 50MG/2mL C/6 AMPOLLETAS CON 2 mL,,3
SON67,"NORETISTERONA, ESTRADIOL 50MG, 5MG C/1 AMP. DE 1mL CON BANCO DE JERINGA",,3
AVIVIA90,"MOXIFLOXACINO,400 MG, 7 TAB.",,3
BIOS4,"ACEITE DE HIGADO DE BACALAO, VITAMINAS A Y D",,1
BIOS5,"ACEITE DE HIGADO DE BACALAO, ENRIQUECIDO CON VITAMINAS MINERALES, SUPLEMENTO ALIMENTICIO",,1
BIOR34,"PARACETAMOL, 750 MG, 10 TABS.
",,3
CMD77,"ACIDO ASCORBICO, ECHINACEA PURPUREA, ZINC 300MG-250MG-16.40",,3
QUIM12,"VITAMINAS C, D, A + EXTRACTO DE NARANJA C/5 AMPOLLETAS SOLUCION ORAL, SUPLEMENTO ALIMENTICIO",,3
SON68,"LIDOCAINA, HIDROCORTISONA, 60/5 G. 6 SUPO (SONS)",,3
SON69,"DEXPANTHENOL, 5%, 30 G, POMADA.",,3
SON70,"ACETONIDO DE FLUOCINOLONA, NEOMICINA 0.01G, 0.35G/100G TUBO 40G
",,3
SON71,"CLOTRIMAZOL OVULOS C/1, 500MG",,3
SON72,LINCOMICINA (CLORHIDRATO DE LINCOMICINA MONOHIDRATADO) 600MG.  INY C/6 AMP DE 1ML,,3
SON73,"ATORVASTATINA, 40 MG,  20 TABS.",,3
BIOM115,CLORFENAMINA JARABE 50MG/100 mL,,3
BIOM116,"DESLORATADINA, 50MG/100 mL 120ML, SUSP.",,3
BIOM117,"PIROXICAM, 20 MG, 20 TABS.",,3
BIOM118,"AMPICILINA, 250MG, SUS 90 ML, (WANDEL)",,3
JAL99,GASA 7.5X5 10 JALOMA,,3
FAR84,"DIOSMINA, HESPERIDINA, 450/50 MG, 20 TABS. VITAE",,3
BIOM119,"AMOXICILINA, 500mg, 15 CAPS.",,3
BIOM120,"GLIBENCLAMIDA, 5MG, 50 TABS.",,3
AG8,VR BALSAMO MENTOLADO CON EUCALIPTO 50GR  vick vaporrub VAPORUB,,3
ALTUS27,ELECTROLITOS SABOR COCO 10 GRAMOS C/20 SOBRES,,3
ALTUS28,ELECTROLITOS SABOR PIÑA 10 GRAMOS C/20 SOBRES,,3
ALTUS29,ELECTROLITOS SABOR FRESA 10 GRAMOS C/20 SOBRES,,3
BEL31,OXIDYN SOLUCION DESINFECTANTE 60 mL,,3
GTO-073,,,1
FAR85,AC. MICOFENOLICO 500 MG C/50 COMPRIMIDOS,,3
GTO-072,,,3
RAAM63,"CLINDAMICINA, 1G/100G, 30MG. GEL.",,3
RAAM64,BRUNRAAM 20MG C/28 CAPS (OMEPRAZOL),,1
ULTR103,METFORMINA / VILDAGLIPTINA 850/50MG C60,,3
SYDEN6,"TIAMINA, PIRIDOXINA, CIANOCOBALAMINA 100G/5.0MG/0.05MG DIABETES (SYDENHAM)",,3
SON74,"DICLOXACILINA , 500MG. 12 CAPS.   (SONS)",,3
ALP1,"HOJA DE MORINGA EN POLVO, L-ARGININA, L-TAURINA, GLUCONATO DE POTASIO, GLUCONATO DE ZINC, CELULOSA MICROCRITALINA, DIOXIDO DE SILICIO, ESTEARATO DE MAGNESIO",,1
VAR248,TOALLITAS HUMEDAS PARA MANOS Y CARAS PEQUEÑAS ANTIBACTERIALES C/10 PZ (PHARMA&PHARMA),,3
VAR249,MOMETASONA SUSP 0.5% P/INHALACION (LAB. DANKEL),,3
PROG16,"CLINDAMICINA, KETOCONAZOL, 100MG, 400MG C/7 OVULOS  LOFFYMIX",,3
AMS114,"DIOSMINA, HESPIRIDINA, 450/50MG, 20 TABS.",,3
VAR250,TOALLITAS HUMEDAS PARA MANOS Y CARAS PEQUEÑAS ANTIBACTERIALES C/10 PZ (PHARMA&PHARMA) TOALLA,,1
HORM23,DEXTROMETORFANO SULFOGUAYACOL JBE. 0.3G/2.5G,,3
BIOM121,"FUROSEMIDA, 40MG, 20 TABS.",,3
SYDEN7,DIOSMINA 600 MG C/10 TABS (SYDENHAM),,1
MAV304,"CONIAX 500 MG C/10 COMPRIMIDOS (CITICOLINA) 
MAVER",,3
AVIVIA91,LAURIL SULFATO DE AMONIO,,3
VAR251,"SALBUTAMOL,SPRAY 200 DOSIS 100MCG",,3
SELEC6,"GASA 10X10 C/100 SOBRES, SELECTA
",,3
SER56,"FENOFIBRATO 160 MG,15 CAPS,",,3
BEL32,***zzLUBRICANTE CORPORAL SABOR FRESA 100g BELABEL,,1
ALTUS30,"VIT-C 300MG VITAMINA C, EQUINACEA JENGIBRE C/60 CAPS ALTUS",,1
MAV305,"TRIMEBUTINA, 200MG-75MG C/24 COMPRIMIDOS",,1
VAR252,"TRAMADOL 100 MG C/60  CAPSULAS
LAB. BAJA MED",,3
GTO-074,,,3
MAV306,"CLOTRIMAZOL / DEXAMETASONA, CREMA 30g",,3
GTO-075,,,1
GTO-076,,,1
QUIFA62,AGECAPS MUJER SOL. TOPICA 2G/100NL 60 ML MINOXIDIL,,3
QUIFA63,AGECAPS HOMBRE FASE INICIAL 5G/100 mL FRASCO 60 ML MINOXIDIL,,3
QUIFA64,AGECAPS HOMBRE FASE MANT. 2G/100 mL FRASCO 60 ML MINOXIDIL,,3
BEL33,"PROTECTOR  SOLAR FPS+50, 100 G. CREMA FACIAL Y CORPORAL CON ALOE VERA Y MANZANILLA",,1
BEL34,***zz VETE YA 60mL REPELENTE DE INSECTOS SPRAY  8 HORAS DE PROTECCION,,3
SER57,ASTOPIL AEROSOL 5.0% 15G MINOXIDIL SOLUCION ESPUMA,,3
MAV307,"DEXPANTENOL 5% 30 G, POMADA.    TATTOO",,3
IDEAL6,VENDA ELASTICA 20 CM X 5 M. (12 PZAS X PAQUETE),,3
RAAM65,RAAM 1 400 G FORMULA CON HIERRO PARA LACTANTES 0 - 6 MESES LECHE,,1
RAAM66,RAAM 1 400 G FORMULA CON HIERRO PARA LACTANTES 6 A 12 MESES LECHE,,3
RAAM67,RAAM 1 900 G FORMULA CON HIERRO PARA LACTANTES 0 - 6 MESES LECHE,,3
AVIVIA92,TOALLA HIGIENICA C/3 PIEZAS FLUJO SUPER ABUNDANTE LADY MOON,,3
AVIVIA93,TOALLA HIGIENICA C/10 PIEZAS LADY MOON FLUJO MODERADO,,3
GTO-077,COMPUTADORA LENOVO THINKCENTRE I5 512GB RAM16 GB,,3
GTO-078,COMPUTADORA LENOVO THINKCENTRE I5 512GB RAM16 GB,,1
SOMM19,BIOTINA ACEITE DE LINAZA 60 CAPS. 300MCG/174MG C/U  (SOMM),,3
SOMM20,"CURCUMA 500MG, 60 CAPS (SOMM)",,1
SOMM21,ZINC 500MG C/60CAPS (SOMM),,3
SOMM22,ACIDO HIALURONICO + COLAGENO HIDROLIZADO 60CAPS + VITAMINA C Y VITAMINA E (SOMM),,3
SOMM23,ASTAXANTINA 8MG C/60CAPS (SOMM),,3
VAR253,"TOALLITA HUMEDA C/90 PIEZAS
HIPOALERGENICAS/ SIN PARABENOS/SIN ALCOHOL CON EXTRACTO DE MANZANILLA Y CALENDULA",,3
NOV89,"DROSPIRENONA, ETINILESTRADIOL 3.0 MG 0.03MGC/28 COMPRIMIDOS NOVAG",,3
VAR254,SHAMPOO PIOJITOS 150 ML REPELENTE piojos,,1
ALTUS31,ACIDO HIALURONICO CON COLAGENO 500 MG C/30 CAPS,,3
JAL100,"AGUA OXIGENADA, 448ML. JALOMA",,3
AVIVIA94,PANTIPROCTECTORES C/20 PIEZAS LADY MOON FLUJO REGULAR AVIVIA,,3
COL137,IDRALIV 0.5% M/V (PEROXIDO DE HIDROGENO) SOLUCION NASAL C/30ML,,3
AG9,"ALCHOL ETILICO 70%, 1000ML. AG",,3
MAV308,"DEXLANSOPRAZOL C/14 CAPS 30MG 
MAVER",,3
QUIM13,"VITAMINA B12, ARANDANO Y MINERALES C/10 AMPOLLETAS 5ML",,3
FAR86,"COLECALCIFEROL, VITAMINA D3 5000 UI, 30 CAPS",,3
FAR87,"IBUPROFENO/DIFENHIDRAMINA 200MG/25MG C/10 CAPS
",,3
MAV309,"L-ORNITINA, L-ASPARTATO 3G C/10 SOBRES MAVER",,3
ALPH109,"DEXKETOPROFENO, 25MG, 10 TABS.",,1
MAV310,"CELECOXIB, 200MG, 10CAPS. (MAVER)",,3
MAV311,KETOROLACO/TRAMADOL 10MG/25MG C/40 CAPS,,3
ALPH110,ROSUVASTATINA 10MG C/30 TABS. (ALPHARMA),,3
MAV312,"MAGALDRATO, DIMETICONA, 8G/1G, 120ML, SUSP.",,1
HORM24,"NAPROXENO SÓDICO,PARACETAMOL, 125/100MG./5 ML 75ML., SUSP. NIÑOS SABOR PIÑA proxalin plus",,1
HORM25,"NAPROXENO SÓDICO PARACETAMOL, 275/300MG., 16 TABS. proxalin plus",,3
MAV313,"AMPICILINA, 500MG,  60ML, SUSP.",,3
MAV314,HIDROXICLOROQUINA C/20 TABS 200MG,,1
AG10,"ALCHOL ETILICO 70%, 125ML. AG",,3
AG11,"AGUA OXIGENADA, 1L. SOLUCION 11 VOLUMENES DE OXIGENO (AG)",,3
GTO-079,,,1
GTO-080,,,1
VAR255,"KIUTS , TARRO, 100 PZAS.",,3
JAL101,"KIUTS , TARRO, 50 PZAS.",,3
AG12,"AGUA OXIGENADA, 250mL SOLUCION 11 VOLUMENES DE OXIGENO (AG)",,3
AG13,"AGUA OXIGENADA, 500mL SOLUCION 11 VOLUMENES DE OXIGENO (AG)",,3
MAV316,BASILCOR C/10 TABS. BISACODILO 5 MG LIBERACION RETARDADA,,3
MAV315,"BROMHEXINA, OXELADINA 225 mL JBE 60MG-120MG/100 mL",,3
VAR256,ZOO WIPES C/15 TOALLITAS HUMEDAS,,3
JAL102,"GASA 7.5X5 100, JALOMA",,3
JAL103,"DESODORANTE REFRESCANTE P/PIES 180 G. JALOMA, LIBRE DE TALCO Y TRICLOSAN, BASE DE BICARBONATO, NEUTRALIZA MALOS OLORES",,3
JAL104,***VASELINA BLANCA BEBE LAVANDA 60GR,,3
SS&H23,COLAGENO HIDROLIZADO PROBIOTICOS Y PREBIOTICOS,,3
MAV317,PARCHE LUMBOXEN C/1 PZA (MAVER) CONTIENE MENTOL,,3
MAV318,"MAGALDRATO, DIMETICONA C/1 SOBRE",,1
ALPH111,"HIOSCINA, 20 MG, 1ML, 3 AMP. ALPHARMA",,3
ALPH112,"PREGABALINA 75MG, 14 CAPS.",,3
ALPH113,"DULOXETINA, 60MG, 14 CAPS LIBERACION RETARDADA (ALPHARMA)",,3
DKT39,PRESERVATIVO SABOR Y AROMA SODA 3 PZAS.,,3
DKT40,"PRESERVATIVO CEREZA, FRESA, GROSELLA, MANZANA 5 PZAS.",,3
ACO22,"TADALAFIL, 20 MG, 4 TABS.",,3
ACO23,"TADALAFIL, 20 MG, 8 TABS.",,1
RAAM68,"KETOROLACO, TRAMADOL 10MG/25 MG, 10 TAB.",,3
ALPH114,"PREGABALINA 150MG, 28 CAPS.",,3
ALPH115,"LAMOTRIGINA,100 MG, 28 TABS. DISPERSABLES",,3
ALPH116,TADALAFIL 20MG 4 TABLETAS,,3
ALPH117,"TRAMADOL, 100 MG, C/10 TABS. LIBERACION PROLONGADA PSICOFARMA",,3
DKT41,PRESERVATIVO ANILLOS Y PUNTOS C/3 PZAS.,,1
QUIM14,"DROPROPIZINA, BROMHEXINA 200 mL JBE ADULTO 300MG-160MG/100 mL 
SABOR MIEL-LIMON.",,1
QUIM15,"DROPROPIZINA, BROMHEXINA 200 mL JBE INFANTIL 150MG-80MG/100 mL 
SABOR MIEL-LIMON.",,1
DAN21,"Gel Lubricante Corporal y vaginal 75ml. C/U
2 NATURAL, 2 UVA, 2 MANGO, 2 MORA AZUL",,1
DAN22,ACEITE DE ESPINO AMARILLO 1000 MG C/60 CAPS.  CAPSULA DE GELATINA BLANDA  (PHARMADAN),,1
JAL105,ALGODÓN 200GR. JAL.,,1
AG14,"GEL ANTIBACTERIAL, 250mL",,3
AG15,"VASELINA ULTRA FINA, 100 MG.",,3
AG16,"VASELINA BABY ULTRA FINA, 100 MG.",,3
AG17,"VASELINA BABY ULTRA FINA, 50 MG.",,3
AUR2,"CITALOPRAM, 20MG, 14 TABS",,3
AUR1,"AMIODARONA 200MG, 20 TABS",,3
MAV319,"BENZOCAINA SABOR UVA.
GEL 0.1G / 1 G  camiden",,3
ALPH118,"METOPROLOL, 100MG, 20 TABS. NEOLPHARMA",,3
ALPH119,AZITROMICINA DIHIDRATADA EQUIVALENTE A: 500 MG DE AZITROMICINA EXCIPIENTE CBP 1 TABLETA,,3
MAV320,FOSFOMICINA 500 MG C/12 CAPS.,,3
MAV321,"TRIBENOSIDO, LIDOCAINA Crema 30g        5% / 2%. AUXILIAR EN EL TRATAMIENTO SINTOMATICO DE LAS HEMORROIDES INTERNAS Y EXTERNAS",,3
BIOR35,"CALCIO, 500 MG, 12 COMPS, EFERVESCENTE.",,3
ALPH120,"FLUOXETINA, 20MG, 14 TABS         
",,1
ALPH121,"FLUOXETINA, 20MG, 28 TABS         
",,3
DAN23,Gel Lubricante Corporal y vaginal 75ml. SABOR MANGO,,3
DAN24,Gel Lubricante Corporal y vaginal 75ml. SABOR NATURAL,,1
HORM26,"NITAZOXANIDA 500 MG, 6 TABS. ROSANIL",,3
ULTR104,"CABERGOLINA, 0.5MG, 8 TABS.",,3
VAR260,"AMBROXOL, DEXTROMETORFANO, 22.5/22.5MG., 20 TABS.",,3
DAN25,Gel Lubricante Corporal y vaginal 75ml. SABOR MORA AZUL,,3
DAN26,Gel Lubricante Corporal y vaginal 75ml. SABOR UVA,,3
GRIN21,PSYLLIUM PLANTAGO POLVO SABOR NARANJA FRASCO 400G,,3
AVIVIA95,"DEXLANSOPRAZOL C/14 CAPS 60MG 
AVIVIA",,3
VAR261,"CALAMINA, GLICERINA, METILPARABENO, PROPILPARABENO, POLISORBATO 80, CARBOXIMETILCELULOSA, FRAGANCIA",,1
ALPH122,"PARACETAMOL, 500 MG, 20 TABS.
",,3
ULTR105,"VITAMINA B1,100 MG, VITAMINA B6, 5.0 MG, VITAMINA B12, 0.05 MG, 30 TABS.",,3
AMB36,"GASA 7.5X5 20 SOBRES C/5, AMBIDERM",,3
AMB37,"GASA 10X10 20 SOBRES C/5 , AMBIDERM ESTERIL",,3
AMB38,GUANTE NEGRO** NITRILO UNITALLA C/10PZ  AMBIDERM,,3
AMB39,GUANTE AZUL** NITRILO UNITALLA C/10PZ  AMBIDERM,,3
AMB40,GUANTE ROSA** NITRILO UNITALLA C/10PZ  AMBIDERM,,3
AMB41,GUANTE MULTIUSOS BLANCO UNITALLA C/10PZ  AMBIDERM,,3
ULTR106,"FINASTERIDA, 5MG, 30 TABS.",,3
AMS115,"LOSARTAN, 50MG, 30 TABS.  AMSA",,3
SER58,"ACETILCISTEINA 600MG, 10 TAB. EFERVESCENTE (SERRAL).",,3
COL138,"SILDENAFIL 100MG, 10 TAB.
",,3
COL139,"SILDENAFIL 50MG, 4 TAB.
",,3
COL140,"NISTATINA, TRIAMCINOLONA CREMA 40G 100,000 U, 1MG/1G COLLINS",,3
AMS116,TELMISARTAN 40MG C/28 AMSA,,3
AMS117,TELMISARTAN 80MG C/28,,3
AMS118,"PREGABALINA 75MG, 28 CAPS.",,3
AMS119,"CLINDAMICINA, 300MG, C/16 TABS",,3
AUR3,"ESCITALOPRAM, 10MG, 28 TABS",,3
AUR4,"TRAMADOL+PARACETAMOL 37.5 MG + 325MG 20 TAB. 

",,3
AUR5,"TAMSULOSINA 0.4 MG. 20 CAP. LIB.P
",,3
AUR6,LEVETIRACETAM 500 MG. 60 TAB.,,3
AUR7,LEVETIRACETAM 1000 MG. 30 TAB.,,3
AUR8,BISOPROLOL 2.5 MG. 30 TAB.,,3
AUR9,BISOPROLOL 5 MG. 30 TAB.,,3
AUR10,MIRTAZAPINA 30 MG. 30 TAB.,,3
AUR11,VENLAFAXINA 75 MG. 10 CAP.,,3
AUR12,PRAMIPREXOL 1MG. 30 TABS.,,3
AUR13,"CIPROFLOXACINO 500 MG 14 TAB.
",,3
AUR14,"OLANZAPINA 10 MG 28 TAB. 

",,3
AUR15,"MEROPENEM IV, 1G INY
",,3
AUR16,"MEROPENEM 500 MG INY

",,3
AUR17,"QUETIAPINA 100 MG 60 TAB.
",,1
AUR18,ATORVASTATINA 20 MG. 10 TAB.,,1
AUR19,ATORVASTATINA 20 MG. 30 TAB.,,3
MAV322,"TELMISARTAN, AMLODIPINO 80MG-5MG C/28 TABS MAVER",,1
MAV323,PIDOTIMOD SOL. 400MG/7ML C/10 FRASCOS VIA DE ADMINISTRACION ORAL MAVER,,3
MAV324,"ESOMEPRAZOL, 40MG, 28 TABS.",,3
AMS120,PAROXETINA 20MMG C/10 TABS. (AMSA),,3
AMS121,"KETOPROFENO, 100MG, 15 CAPS. AMSA",,3
AMS122,FEXOFENADINA 120MG TABS C/10 Comprimidos AMSA,,1
AMS123,"ETORICOXIB, 90MG C/14 COMPRIMIDOS AMSA",,3
AMS124,"CINITAPRIDA, 1MG, 25 COMPRIMIDOS AMSA",,1
AMS125,"COMPLEJO B, C/DEXAMETASONA, LIDOCAINA 3 INY. AMSA",,3
MAV325,"AMBROXOL, LEVODROPROPIZINA 300MG-600MG/100ML SUSPENCION 120 ML SUPRATEX DAC",,1
ULTR107,"ATORVASTATINA, 20MG, 30 TABS. ULTRA",,3
LIF64,"CLINDAMICINA, KETOCONAZOL, 100MG, 400MG C/7 OVULOS LIFERPAL",,3
DKT42,"PRESERVATIVO SABOR Y AROMA, 100 PZAS. VITROLERO FRESA, UVA, CHOCOLATE Y CARIBEAN",,3
SER59,"OSELTAMIVIR, 75 MG, 10 CAPS.  SERRAL",,1
JAYOR76,CONTENEDOR DE PUNZOCORTATNTE 13L.,,3
JAYOR77,"SONDAS FOLEY DE LATEX 2 VIAS, GLOBO 30ML CALIBRE 20FR, CAJA C/10 PIEZAS
",,3
JAYOR78,AGUJA HIPODERMICA 20G X 38MM (AMARILLA),,1
MAV326,"LIDOCAINA, POLIDOCANOL PEDIATRICO TUBO 10 G. VIA DE ADMINISTRACION TOPICA NENEDEN",,3
FAR88,"DIFENHIDRAMINA, 25MG., 24 CAPS.",,3
